ID,Name,Term,Phone,Address,Price,Rating,Number of Review,Cuisine
pYjMy5ixIeeG1YLEt4bGDg,Win Son Bakery,breakfast,(917) 909-1725,"164 Graham Ave, Brooklyn, NY 11206",$$,4.0,265,middleeastern
1aD88qNRb08LGBkl84GQTA,Little Collins,breakfast,(212) 308-1969,"708 3rd Ave, New York, NY 10017",$$,4.5,1009,middleeastern
sCNZGN2Zh1T5hht728hV5Q,Ursula BK,breakfast,,"724 Sterling Pl, Brooklyn, NY 11216",$$,4.5,98,middleeastern
YpGxtJy9ErnjfGG6DXy5uA,Sweatshop Coffee,breakfast,(917) 960-7232,"232 Metropolitan Ave, Brooklyn, NY 11211",$$,4.5,371,middleeastern
jniZaiTDALOVQfNkg_S9gg,787 Coffee,breakfast,(646) 449-9200,"66 Pearl St, New York, NY 10004",,4.5,91,middleeastern
Ys9iYSjuFDpZj7B1X07v5g,Liberty Bagels Midtown,breakfast,(212) 279-1124,"260 W 35th St, New York, NY 10001",$,4.5,1055,middleeastern
G9b640a2fZs7s6Q-cWPkiQ,Tin Building by Jean-Georges,breakfast,,"96 South St, New York, NY 10038",,4.5,47,middleeastern
VCqNjupCWZ5INzOcyBMJSg,The Grey Dog - Union Square,breakfast,(212) 966-1060,"90 University Pl, New York, NY 10003",$$,4.0,1153,middleeastern
MGd6HFEq1ALD58XWNviSXw,Time Out Market New York,breakfast,(917) 810-4855,"55 Water St, Brooklyn, NY 11201",$$,4.0,406,middleeastern
xsgFx5T0yx-1UMtDfHhq5Q,Sunday in Brooklyn / The Seaport,breakfast,(212) 385-3689,"19 Fulton St, New York, NY 10038",,3.5,48,middleeastern
1TjhL68uTF473c3E-cuLiw,La Bonbonniere,breakfast,(212) 741-9266,"28 8th Ave, New York, NY 10014",$$,4.0,412,middleeastern
uQ4HZzNarBBNcTKZSIY-vA,Black Fox Coffee,breakfast,(917) 742-0133,"70 Pine St, New York, NY 10005",$$,4.0,246,middleeastern
HKJX7xi92rFCXwAdgF74qA,Le Pain Quotidien,breakfast,(212) 671-1620,"85 Broad St, New York, NY 10004",$$,3.5,150,middleeastern
-mEDJYgrnRSitBRv9u6LMw,The Hugh,breakfast,,"601 Lexington Ave, New York, NY 10022",$$,4.5,26,middleeastern
WHRHK3S1mQc3PmhwsGRvbw,Bibble & Sip,breakfast,(646) 649-5116,"253 W 51st St, New York, NY 10019",$$,4.5,5423,middleeastern
VHORZQg5A3YNBptRN92QGg,The Lazy Llama Coffee Bar,breakfast,(646) 410-1938,"72 E 1st St, New York, NY 10003",$$,4.5,132,middleeastern
U5hCNNyJmb7f3dmC1HTzSQ,Junior's Restaurant,breakfast,(212) 302-2000,"1515 Broadway, New York, NY 10036",$$,4.0,5292,middleeastern
ATQDTQu3SsCetuG-byzOFg,Cafe Gitane,breakfast,(929) 387-8229,"70 Hudson Ave, Brooklyn, NY 11201",,4.0,28,middleeastern
H4jJ7XB3CetIr1pg56CczQ,Levain Bakery,breakfast,(917) 464-3769,"167 W 74th St, New York, NY 10023",$$,4.5,9203,middleeastern
mU23NlQfn1R9OhA6WMe_xg,Breads Bakery,breakfast,(212) 633-2253,"18 E 16th St, New York, NY 10003",$,4.5,1139,middleeastern
KDGGpWef9LkYk79oVCiqfg,"Ciao, Gloria",breakfast,(716) 666-2426,"550 Vanderbilt Ave, Brooklyn, NY 11238",$$,4.5,91,middleeastern
XtekEeSDcP3rXKifbtuI1w,Daily Provisions,breakfast,,"385 9th Ave, New York, NY 10001",,4.5,33,middleeastern
ga6sRtE0l85iftw_5-W84Q,Dominique Ansel Bakery,breakfast,(212) 219-2773,"189 Spring St, New York, NY 10012",$$,4.0,5177,middleeastern
KakiWGOfm_h5rEqOyKD7zQ,Dominique Ansel Workshop,breakfast,(212) 901-1015,"17 E 27th St, New York, NY 10016",$$,4.5,133,middleeastern
Ll9BIQhilhmpBaiKcRC6bg,Daily Provisions,breakfast,,"29 Bedford St, New York, NY 10014",,4.5,21,middleeastern
1Q3oaJahyGRogDWgpo7PIw,Five Leaves,breakfast,(718) 383-5345,"18 Bedford Ave, Brooklyn, NY 11222",$$,4.0,1686,middleeastern
8SehQovJOuQDLbtzLLYLyw,RH Rooftop Restaurant New York,breakfast,(212) 217-2210,"9 9th Ave, New York, NY 10014",$$$,4.0,682,middleeastern
jNg1sTtGW_Vn3rl6mDubdA,Irving Farm New York,breakfast,(212) 206-0707,"121 E 27th St, New York, NY 10016",,4.5,8,middleeastern
m8UUM6DjMgXtH_qKzo9LBA,Golden Steamer,breakfast,(212) 226-1886,"143-A Mott St, New York, NY 10013",$,4.5,396,middleeastern
wWhZvkaFrntlSf1CWvD1Zw,Cafe Patoro,breakfast,(917) 262-0031,"223 Front St, New York, NY 10038",$,4.5,206,middleeastern
OQbccovdHgjenH-sJIbFPw,Clover Hill,breakfast,(347) 457-6850,"20 Columbia Pl, Brooklyn, NY 11201",,4.5,26,middleeastern
Vf2aEBNegL6VfJ01ieP6qg,Iris Cafe,breakfast,(718) 924-2206,"125 Bridge Park Drive, Brooklyn, NY 11201",$$,4.0,394,middleeastern
sVkwEFET38Myz3dM1uZpiw,Reunion,breakfast,(718) 599-3670,"544 Union Ave, Brooklyn, NY 11211",$$,4.5,571,middleeastern
98URsYAwTfXRPP5e1ONPug,Maya Congee Cafe,breakfast,(929) 367-8867,"563 Gates Ave, Brooklyn, NY 11221",$$,4.5,128,middleeastern
DA1hijID0q6D6Ouch17v7w,Peck's,breakfast,(347) 689-4969,"455A Myrtle Ave, New York, NY 11205",$$,4.0,166,middleeastern
63nYipWuA42RZmESBMUNkQ,The Bluebell Cafe,breakfast,(646) 649-2389,"293 3rd Ave, New York, NY 10010",$$,4.0,652,middleeastern
XBWO26QblInZGftnSDD94A,Maman,breakfast,(646) 882-8682,"211 W Broadway, New York, NY 10013",$$,4.0,331,middleeastern
hGo9KArKThuOKxNbwmNpoA,Ruby's Cafe,breakfast,(212) 925-5755,"219 Mulberry St, New York, NY 10012",$$,4.0,1500,middleeastern
0rQz8mkleT62eUkiAVs4UA,Russ & Daughters Cafe,breakfast,(212) 475-4881,"127 Orchard St, New York, NY 10002",$$,4.0,1095,middleeastern
dbxrlDoBwR6br4htUy8YpA,Marian's,breakfast,(917) 261-5814,"24 Greenwich Ave, New York, NY 10011",,4.5,34,middleeastern
ykqXbitAmPGq1xXZoOLCxw,Suited,breakfast,,"45 John St, New York, NY 10038",$$,4.5,91,middleeastern
yMXFhiY9cfHKMfIsapyj-A,Wafels & Dinges,breakfast,(212) 564-2947,"102 W 35th St, New York, NY 10001",$$,4.0,101,middleeastern
opA6T-cCCdBmixRs_3Q3Lw,Calyer,breakfast,(718) 576-3086,"519 Myrtle Ave, Brooklyn, NY 11205",,5.0,43,middleeastern
q1uIqB8PvyCCX8TajaRYBg,Little Owl,breakfast,(212) 741-4695,"90 Bedford St, New York, NY 10014",$$,4.0,1401,middleeastern
gC7QKqUe2wrxUTxL11ab1A,Gertie,breakfast,(718) 636-0902,"357 Grand St, Brooklyn, NY 11211",$$,4.0,122,middleeastern
xGkjOhRnsIQz_maA6tfhbA,Winner,breakfast,,"367 7th Ave, Brooklyn, NY 11215",,4.5,128,middleeastern
pWywDImlX0n_XKPNg0Bizg,Sunny and Annie's,breakfast,(212) 677-3131,"94 Ave B, New York, NY 10003",$,4.5,541,middleeastern
prQUP_jDq72ll8jf__TK_w,Black Cat LES,breakfast,(646) 918-7711,"172 Rivington St, New York, NY 10002",$,4.0,327,middleeastern
ZleAHXcA-sngfXGOOJ3C6g,Evi's Backerei,breakfast,,"635 Bergen St, Brooklyn, NY 11238",,4.0,17,middleeastern
JYbrQqYd-8iGBWIAAHKBRA,Citizens Of Soho,breakfast,(347) 535-1245,"201 Lafayette St, New York, NY 10012",$$,4.0,90,middleeastern
IJmnnNx5RlvcckyTt3yjLQ,LĒNA Coffee Bar,breakfast,(212) 979-2315,"1 W 8th St, Ste B, New York, NY 10011",$,4.0,120,middleeastern
XEdGYktN7VVuyjkN5ukr4A,Bright Side,breakfast,(929) 276-3577,"184 Kent Ave, Brooklyn, NY 11249",,4.0,34,middleeastern
MejD0KdN4LLbzwpHjBAL0Q,Crispy Heaven Bakery,breakfast,,"38 Grand St, New York, NY 10013",,5.0,49,middleeastern
4KHjnRNvrkKHchEznhlnSA,Sweet Chick,breakfast,(347) 725-4793,"164 Bedford Ave, Brooklyn, NY 11211",$$,4.0,2190,middleeastern
jAaVnUKLITkuhzwXIe0vLQ,Cafe Mogador,breakfast,(718) 486-9222,"133 Wythe Ave, Brooklyn, NY 11211",$$,4.5,1336,middleeastern
6q6WWGaO75PQkpWOQ2zzHQ,Parisi Bakery,breakfast,(212) 226-6378,"198 Mott St, New York, NY 10012",$$,4.5,447,middleeastern
DxeD4Jw3gsImI-olCOB0bA,Little Canal,breakfast,(917) 472-7479,"26 Canal St, New York, NY 10002",$,4.0,142,middleeastern
zi_TJRxi0WzADbbI6Jcz3A,Koneko,breakfast,(646) 370-5699,"26 Clinton St, New York, NY 10002",$$,4.5,329,middleeastern
IiLLntICUim7YREkIBU7lA,Outro,breakfast,(212) 994-6771,"816 Broadway, New York, NY 10003",$$,4.0,377,middleeastern
CBmrwh7jHn88M4v8Q9Qyyg,White Noise Coffee Co,breakfast,(718) 858-0258,"57 Smith St, Brooklyn, NY 11201",$$,4.0,128,middleeastern
pUMaj8PvI1--cSB7gMEhXA,Wafels & Dinges,breakfast,,"Broadway & 66th St, Goesting Cart, New York, NY 10023",$,4.5,194,middleeastern
ihplCj2HKWR7z-bBKf8Nzw,POST,breakfast,(917) 261-2613,"217 E 3rd St, New York, NY 10009",$$,4.5,302,middleeastern
V81lasO1io2Qs6lNnOBn-g,Charley St,breakfast,(646) 286-6654,"41 Kenmare St, New York, NY 10012",$$,4.5,162,middleeastern
NGfltxqJQ4x9w7L0x2VDFw,Baba Cool,breakfast,(929) 295-8424,"47 Withers St, Brooklyn, NY 11211",$$,4.5,42,middleeastern
DW5SL9RM-kJnmRyYo4oEqg,Ruby's - Murray Hill,breakfast,(212) 300-4245,"442 3rd Ave, New York, NY 10016",$$,4.0,653,middleeastern
53LH6UHnYEl6cYjMtm_awg,Beloved Cafe & Restaurant,breakfast,(646) 455-0017,"198 Allen St, New York, NY 10002",,4.0,36,middleeastern
CYf9FmRmjYa2MAnAv1Z4Cw,Blue Spoon Coffee,breakfast,(212) 809-8880,"90 William St, New York, NY 10038",$,4.0,208,middleeastern
9-vKFnUby_6-pR6UJxjzMw,Sun Hing Lung Co,breakfast,(212) 962-7032,"58 Henry St, New York, NY 10002",$,4.5,208,middleeastern
EJHYYM09cnEfQmFBVZi3rg,Cafe d’Avignon - Dekalb Market Hall,breakfast,(929) 378-4848,"445 Albee Square W, Brooklyn, NY 11201",$$,4.0,79,middleeastern
s_YuHngBngWwzpcKNIM71A,Pi Bakerie,breakfast,(212) 226-2701,"512 Broome St, New York, NY 10013",$$,4.5,318,middleeastern
Vp73cDdHIRutwalNhjbksA,Daily Provisions,breakfast,(646) 747-8612,"375 Amsterdam Ave, New York, NY 10024",,4.0,156,middleeastern
k3IP2lWur7dEFCsSFwBXAA,Sereneco,breakfast,(929) 295-0152,"113 Franklin St, Brooklyn, NY 11222",,4.0,27,middleeastern
mpPZhqTzk2_Pz35gBQnbCw,Santa Fe BK,breakfast,(347) 763-0279,"178 N 8th St, Brooklyn, NY 11211",,5.0,47,middleeastern
l2u-IHL-rNz0uvn6-UC-Rw,Diner,breakfast,(718) 486-3077,"85 Broadway, Brooklyn, NY 11249",$$,4.0,785,middleeastern
5WdsgeCz2WwN57B-eYZi7w,The Grey Dog,breakfast,(212) 966-1060,"49 Carmine St, New York, NY 10014",$$,4.0,403,middleeastern
tkmIXzaA-pLBWeH_sQDsqQ,Jasleen Deli,breakfast,,"383 Nostrand Ave, Bedford-Stuyvesant, NY 11216",,4.5,5,middleeastern
ziIb68Res3eMw7fz83yFxw,Two Hands,breakfast,,"262 Kent Ave, Brooklyn, NY 11249",$$,3.5,42,middleeastern
4Do8Sfex1EvWES2jpa1VCA,Winona's,breakfast,(718) 388-4900,"676 Flushing Ave, Brooklyn, NY 11206",,4.5,33,middleeastern
drE9p2p_a9TptqyOFnnJVg,Fabrique Bakery,breakfast,(917) 261-2476,"348 W 14th St, New York, NY 10014",$$,4.5,227,middleeastern
4aF0F8w7yXX9o5_QFky_ig,Celestine,breakfast,(718) 522-5356,"1 John St, Brooklyn, NY 11201",$$$,4.0,265,middleeastern
GlPJPpKvPR4d8dmcSEYpdA,Takahachi Bakery,breakfast,(212) 791-5550,"25 Murray St, New York, NY 10007",$$,4.0,988,middleeastern
MYYWU9rEIRZw43lACKXzTQ,Yours Truly,breakfast,(917) 388-2641,"8 Spring St, New York, NY 10012",$$,4.0,101,middleeastern
K2k8PWU-vYqcs0cgqkrx9Q,THE WELL Kitchen & Table,breakfast,(646) 560-8088,"2 East 15th St, New York, NY 10003",,4.0,46,middleeastern
_NS1hEZ0LPwaTG4R6jxgnw,Cafe Sabarsky,breakfast,(212) 288-0665,"1048 5th Ave, New York, NY 10028",$$,4.0,556,middleeastern
MKYhiSeXjahxh9O4Gqnimw,Grace Street,breakfast,(917) 745-2125,"17 W 32nd St, New York, NY 10001",$$,4.0,3086,middleeastern
GyOMZgEV1mv0AI4FqWT8sQ,Agi's Counter,breakfast,(718) 822-7833,"818 Franklin Ave, Brooklyn, NY 11225",,4.5,41,middleeastern
CaYvCcWDITsD0J_4NL2TFg,Porcelain,breakfast,(347) 464-5267,"880 Woodward Ave, Ridgewood, NY 11385",,4.5,47,middleeastern
J-jHnvA_D99YqaJAW6IM9w,Le French Tart Deli,breakfast,(929) 337-7888,"44 Henry St, Brooklyn, NY 11201",,4.5,19,middleeastern
qY1o1MhoRyN84RRhUJtvpQ,Her Name Is Han,breakfast,(212) 779-9990,"17 E 31st St, New York, NY 10016",$$,4.5,1603,middleeastern
PwrYnl3j3YCGzILX_5UHpw,Davelle,breakfast,(646) 988-1973,"102 Suffolk St, New York, NY 10002",$$,4.0,301,middleeastern
blX8Y6O0J4p6fXVcTRmANg,The Elk,breakfast,(212) 933-4780,"128 Charles St, New York, NY 10014",$$,4.0,171,middleeastern
JV5oa5-KGdiWnqrKPoxSug,Absolute Bagels,breakfast,(212) 932-2052,"2788 Broadway, New York, NY 10025",$,4.5,1648,middleeastern
hKdvsbuQRtjajWYwjaoOQw,Tavern on the Green,breakfast,(212) 877-8684,"67 Central Park W, New York, NY 10023",$$$,3.5,1780,middleeastern
agCuWjaUJ8xBO_PDDQRiGw,S Wan Cafe 洋紫荆,breakfast,(212) 966-8269,"85 Eldridge St Lower E, New York, NY 10002",$,4.5,146,middleeastern
C-8mGN7lt5rIraO5n-15ug,The Smith,breakfast,(212) 644-2700,"956 2nd Ave, New York, NY 10022",$$,4.0,2994,middleeastern
MBV4Pwo0Ooxo4rglQc2rXQ,Effin Egg,breakfast,(646) 596-8879,"38 E 23rd St, New York, NY 10010",,4.0,5,middleeastern
rVJ57CwEcucZg1k_y8u3Rg,Patisserie Fouet,breakfast,(212) 620-0622,"15 E 13th St, New York, NY 10003",$$,4.5,361,middleeastern
QDRR34aCeeEhrL98gG6Obw,Mike's Coffee Shop,breakfast,(718) 857-1462,"328 Dekalb Ave, Brooklyn, NY 11205",$,4.0,209,middleeastern
RDxA8WL7wdHiM5YimUQ_XQ,Now or Never Coffee,breakfast,(347) 556-8312,"30 Grand St, New York, NY 10013",,4.5,66,middleeastern
zUv1BNm_a9-3DkxrCG3tng,Friedmans,breakfast,(212) 268-1100,"450 10th Ave, New York, NY 10018",$$,4.0,768,middleeastern
_03n3VP-tujID_SJbeEDeA,Two Hands,breakfast,,"74 Bleecker St, New York, NY 10012",,4.0,59,middleeastern
Pu0AKdb_fSg0S_crsIp0uw,Sonnyboy,breakfast,,"65 Rivington St, New York, NY 10002",$$,4.5,184,middleeastern
rBUTVjRs5CcEMe3dfVRZJQ,Ho Foods,breakfast,(347) 788-0682,"110 E 7th St, New York, NY 10009",$$,4.0,385,middleeastern
DGhWO1sUWydVeR5j5ZZaMw,La Grande Boucherie,breakfast,(212) 510-7714,"145 W 53rd St, New York, NY 10019",$$$,4.5,1654,middleeastern
RdjykuwofIdvPTwohJeulw,Maman,breakfast,(212) 884-9337,"12 W 48th St, New York, NY 10036",,3.5,83,middleeastern
9QK3vhI04Q8ylqk49C3JcQ,Rule of Thirds,breakfast,(347) 334-6684,"171 Banker St, Brooklyn, NY 11222",,4.0,337,middleeastern
8sEsztmhQe1KuMt32hvKcg,George's,breakfast,(212) 269-8026,"89 Greenwich St, New York, NY 10006",$$,3.5,476,middleeastern
Xn_UheApVz6K9heX4vY8PA,Terms of Endearment,breakfast,(347) 763-1420,"135 Metropolitan Ave, Brooklyn, NY 11249",$$,4.5,84,middleeastern
_EBQhV-UQ7NoV66uXYH0dw,Golden Diner,breakfast,,"123 Madison St, New York, NY 10002",$$,4.5,303,middleeastern
ui4Hhq2duXIZLuzev9531g,Otway,breakfast,(917) 909-1889,"930 Fulton St, Brooklyn, NY 11238",$$$,4.0,103,middleeastern
cCesIqo-LQt0cRlZAnrAZQ,Friedman's,breakfast,(212) 971-9400,"132 W 31st St, New York, NY 10001",$$,4.0,2726,middleeastern
6jsGtz0vwEGZ44urQKQkeQ,Shopsin's,breakfast,,"88 Essex St, Essex St Market, New York, NY 10002",$$,4.0,731,middleeastern
c1HgKFOT4Cc7TqWQD5mQBQ,Cheong Fun Cart,breakfast,,"159 Hester St., New York, NY 10013",$,4.5,122,middleeastern
B0R-buSLWRbGFWpmqk_WZQ,Farmer In the Deli,breakfast,(718) 875-9067,"357 Myrtle Ave, Brooklyn, NY 11205",$,4.5,179,middleeastern
kpxXi23lUQkeJQH-2BtzDw,Qahwah House,breakfast,,"162 Bedford Ave, Brooklyn, NY 11249",$,5.0,251,middleeastern
